CXHHBNMLPJOKQD-UHFFFAOYSA-N	000	methyl hydrogen carbonate
SBEKQEIQNPKQAM-CRZSKOOBSA-M	KYS	n-(4-{[(2-aminoethyl)amino]sulfonyl}phenyl)-5-[(3as,4s,6ar)-2-oxohexahydro-1h-thieno[3,4-d]imidazol-4-yl]pentanamide-(1,2,3,4,5,6-eta)-benzene-chloro-ruthenium(iii)
OJIBJWGHGYGDGX-SNKMZJELSA-M	KYT	(3as,4s,6ar)-4-(5-((3r,4r)-3,4-diaminopyrrolidin-1-yl)-5-oxopentyl)tetrahydro-1h-thieno[3,4-d]imidazol-2(3h)-one-p-cymene-chloro-ruthenium(iii)
BJTGVSGWTIUCSM-ZDUSSCGKSA-N	KZ9	(s)-4-(3-hydroxyphenyl)-2-thioxo-1,2,3,4,7,8-hexahydroquinazolin-5(6h)-one
BNMYUQILBYIYOG-GLVBUJDASA-N	KZH	(13-oxo-9(z),11(e),15(z)-octadecatrienoic acid)
QWHIZRAQVGLTOV-LSDHHAIUSA-N	KZI	5-{[(1r,2s)-2-aminocyclohexyl]amino}-3-[(3,5-dimethoxyphenyl)amino]pyrazine-2-carboxamide
AEEITZXNPLOKQJ-UHFFFAOYSA-N	KZL	5-[(2-amino-1,1-dimethylethyl)amino]-7-[(3,5-dimethoxyphenyl)amino][1,2,4]triazolo[4,3-c]pyrimidine-8-carboxamide
JQVIBYQWWUOARA-VQTJNVASSA-N	KZM	5-{[(1r,2s)-2-aminocyclohexyl]amino}-7-[(3,5-dimethoxyphenyl)amino]-2-(3-hydroxyphenyl)[1,2,4]triazolo[1,5-c]pyrimidine-8-carboxamide
HEAIGWIZTYAQTC-KRWDZBQOSA-N	KZQ	(4s)-4-(4-fluorophenyl)-n-(2h-indazol-5-yl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide
WADXPVUOGGMXPD-UHFFFAOYSA-N	KZZ	1-(2-azanylethyl)-5-[(4-methoxynaphthalen-1-yl)methyl]-~{n}-(naphthalen-1-ylmethyl)-6,7-dihydro-4~{h}-pyrazolo[4,3-c]pyridine-3-carboxamide
NIFMMESJJLKLHP-BNJIMDBKSA-N	L00	(2r)-2-(5-{3-chloro-6-((2-methoxyethyl){[(1s,2s)-2-methylcyclopropyl]methyl}amino)-2-[methyl(methylsulfonyl)amino]pyridin-4-yl}-1,3,4-oxadiazol-2-yl)-1-phenylpropan-2-amine
WPRACYICKOKGTO-XZWHSSHBSA-N	L01	3-[({(1s,2r)-1-benzyl-2-hydroxy-3-[(3-methoxybenzyl)amino]propyl}amino)(hydroxy)methyl]-n,n-dipropylbenzamide
GELALLNTKKLQLM-UHFFFAOYSA-N	L02	4-[3-(4-chlorophenyl)-1h-pyrazol-5-yl]piperidine
YXVAYMRODBYXIQ-UHFFFAOYSA-N	L03	3-(4-chlorophenyl)-5-(methylthio)-4h-1,2,4-triazole
WSHMSPGZDPZGRV-GZYXPWJKSA-N	L04	6-(4'-fluoro-biphenyl-4-yl)-4-(3-methyl-1-phenylcarbamoyl-butylcarbamoyl)-2-[4-(1-oxo-1,3-dihydro-isoindol-2-yl)-butyl]-hexanoic acid
HLZMYWLMBBLASX-UHFFFAOYSA-N	L05	1-benzyl-3-(4-methoxyphenylamino)-4-phenylpyrrole-2,5-dione
JOVIPJZDTSYNNW-YFKPBYRVSA-N	L06	5-{[amino(imino)methyl]amino}-2-(sulfanylmethyl)pentanoic acid
NFYMGJSUKCDVJR-UHFFFAOYSA-N	L07	2-propyl[1,3]thiazolo[4,5-c]quinolin-4-amine
GKGJFUXSTSUKPB-UHFFFAOYSA-N	L08	1-acetyl-4-(4-{4-[(2-ethoxyphenyl)thio]-3-nitrophenyl}pyridin-2-yl)piperazine
NTMADESEDXKNFZ-UHFFFAOYSA-N	L09	n-(3-tert-butyl-1h-pyrazol-5-yl)-n'-{4-chloro-3-[(pyridin-3-yloxy)methyl]phenyl}urea
MXYUKLILVYORSK-HBMCJLEFSA-N	L0B	alpha-lobeline
AKIIIZOJWRPEPQ-UHFFFAOYSA-O	L0C	4-{[2-(4-{[(4-fluorophenyl)carbonyl]amino}-1h-pyrazol-3-yl)-1h-benzimidazol-6-yl]methyl}morpholin-4-ium
IYTGPPNUOLLGBE-UHFFFAOYSA-N	L0D	2-(1h-pyrazol-3-yl)-1h-benzimidazole
SOTHNRIRXPUQEZ-UHFFFAOYSA-O	L0E	4-[(2-{4-[(phenylcarbamoyl)amino]-1h-pyrazol-3-yl}-1h-benzimidazol-5-yl)methyl]morpholin-4-ium
FPKSFXFWECAIBR-UHFFFAOYSA-N	L0F	n-[3-(1h-benzimidazol-2-yl)-1h-pyrazol-4-yl]benzamide
LOLPPWBBNUVNQZ-UHFFFAOYSA-P	L0G	2-{4-[(cyclopropylcarbamoyl)amino]-1h-pyrazol-3-yl}-6-(morpholin-4-ium-4-ylmethyl)-1h-3,1-benzimidazol-3-ium
FPKSFXFWECAIBR-UHFFFAOYSA-N	L0H	n-[3-(1h-benzimidazol-2-yl)-1h-pyrazol-4-yl]benzamide
LOLPPWBBNUVNQZ-UHFFFAOYSA-O	L0I	4-[(2-{4-[(cyclopropylcarbamoyl)amino]-1h-pyrazol-3-yl}-1h-benzimidazol-6-yl)methyl]morpholin-4-ium
CJQMUNJPWNNVDR-OAQYLSRUSA-N	L0R	1-[(2r)-2-(3,4-dihydroisoquinolin-2(1h)-ylcarbonyl)piperidin-1-yl]-2-phenoxyethanone
XSHGFHPQUOIBPT-UHFFFAOYSA-N	L0Y	6-[[[2-(cyclohexylmethylcarbamoyl)phenyl]methyl-methyl-amino]methyl]-2,3-dihydro-1,4-benzodioxine-5-carboxylic acid
PEGHHVFLTANTIZ-PTGBLXJZSA-N	L10	n-[(3z)-5-tert-butyl-2-phenyl-1,2-dihydro-3h-pyrazol-3-ylidene]-n'-(4-chlorophenyl)urea
YQJVDUKATDECHF-ICSRJNTNSA-N	L11	n-[4-chloro-3-(pyridin-3-yloxymethyl)-phenyl]-3-fluoro-
UUEYCHLWAOBOHG-UHFFFAOYSA-N	L12	3-(2-pyridin-4-ylethyl)-1h-indole
CUEYNOAJNUCBAP-UHFFFAOYSA-N	L13	4-amino-5-(2-methylphenyl)-2,4-dihydro-3h-1,2,4-triazole-3-thione
PXGZQGDTEZPERC-IZLXSQMJSA-N	L14	trans-cyclohexane-1,4-dicarboxylic acid
ILTOXASLQDKYJW-UHFFFAOYSA-N	L15	2-[4-(3-methyl-1h-pyrazol-4-yl)phenyl]ethanamine
ISTCYDGUBPNUDF-CQSZACIVSA-N	L17	l17
UEEAJOUBQAEABH-JZXOWHBKSA-N	L18	(2s)-1-methyl-2-[(2s,4r)-2-methyl-4-phenylpentyl]piperidine
XQDGPJKJSHQJFB-UHFFFAOYSA-N	L19	3-[5-cyclopropyl-3-(3-methoxypyridin-4-yl)-2-phenyl-1h-indol-1-yl]propanoic acid
NZCOCZHRRKSGSQ-LUFJSDQJSA-N	L1A	n-(morpholin-4-ylsulfonyl)-l-phenylalanyl-3-(2-amino-1,3-thiazol-4-yl)-n-{(1r,2r,3s)-1-[(1r)-cyclohex-3-en-1-ylmethyl]-2,3-dihydroxy-5-methylhexyl}-l-alaninamide
AKHGQFJJDOXYFM-UHFFFAOYSA-O	L1B	7-(2,4-diamino-6-ethylpyrimidin-5-yl)-1-(3-methoxypropyl)quinolinium
BGECSWGTDIXGJY-QDPGVEIFSA-N	L1C	(2r,4s)-n^1^-(4-chlorophenyl)-4-(2,4-difluorophenyl)-4-hydroxy-n^2^-(2-oxo-2h-1,3'-bipyridin-6'-yl)pyrrolidine-1,2-dicarboxamide
ZFOBYPBSJINJKI-VAVYLYDRSA-N	L1D	(2r,4s)-n^1^-(4-chlorophenyl)-n^2^-[2-fluoro-4-(2-oxopyridin-1(2h)-yl)phenyl]-4-hydroxy-4-phenylpyrrolidine-1,2-dicarboxamide
KKVYYGGCHJGEFJ-UHFFFAOYSA-N	L1E	n~1~-(4-chlorophenyl)-6-methyl-n~5~-[3-(7h-purin-6-yl)pyridin-2-yl]isoquinoline-1,5-diamine
STVKLDUINKMZFE-RQNOJGIXSA-N	L1G	n-(4-{4-amino-1-[4-(4-methylpiperazin-1-yl)-trans-cyclohexyl]-1h-pyrazolo[3,4-d]pyrimidin-3-yl}-2-methoxyphenyl)-1-methyl-1h-indole-2-carboxamide
YMJBYRVFGYXULK-QZABAPFNSA-N	L1L	[(2r,3r,4r,5s,6r)-3-azanyl-6-(hydroxymethyl)-4,5-bis(oxidanyl)oxan-2-yl] dihydrogen phosphate
BCUWXCINVFOVDJ-UHFFFAOYSA-N	L1O	4-(2-aminoethoxy)-3,5-dichlorobenzoic acid
UKQGAMWGTOTQPC-ALOLAALWSA-N	L1P	3-phosphoryl-[1,2-di-phytanyl]glycerol
AYKUIRSGEMLIFT-UHFFFAOYSA-N	L1R	4-(2-aminoethoxy)-3,5-dichloro-n-[3-(1-methylethoxy)phenyl]benzamide
QHADVLVFMKEIIP-UHFFFAOYSA-N	L1X	n-(3-fluoro-4-{[1-methyl-6-(1h-pyrazol-4-yl)-1h-indazol-5-yl]oxy}phenyl)-1-(4-fluorophenyl)-6-methyl-2-oxo-1,2-dihydropyridine-3-carboxamide
YWTBGJGMTBHQTM-IBGZPJMESA-N	L20	(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine
BEPGTHDUUROBHM-UHFFFAOYSA-N	L21	3-(3-methylbut-2-en-1-yl)-3h-purin-6-amine
FHERIFNAOMUFRM-UHFFFAOYSA-N	L22	4-(2-amino-1,3-thiazol-4-yl)pyrimidin-2-amine
CKSSZTMRRVJNNG-UHFFFAOYSA-N	L23	4-[1-(2,6-dichlorobenzyl)-2-methyl-1h-imidazol-4-yl]pyrimidin-2-amine
ZUQBAQVRAURMCL-WFASDCNBSA-N	L24	[[[2-amino-5,6,7,8-tetrahydro-4-hydroxy-pyrido[2,3-d]pyrimidin-6-yl]-ethyl]-phenyl]-carbonyl-glutamic acid
CSXFLOZZMPSMKL-UHFFFAOYSA-N	L26	4-acetyl-n-[3-(2-amino-2-oxoethoxy)phenyl]-3-ethyl-5-methyl-1h-pyrrole-2-carboxamide
BFWPVLSACSESSM-VHGZSVTHSA-N	L27	{1-benzyl-3-[2-benzyl-3-oxo-4-(1-oxo-1,2,3,4-tetrahydro- isoquinolin-4-yl)-2,3-dihydro-1h-pyrrol-2-yl]-2- hydroxy-propyl}-carbamic acid tetrahydro-furan-3-yl ester
BXFSSYQFFSWQEA-UHFFFAOYSA-N	L28	n~2~-[5-(diethylsulfamoyl)-2-hydroxyphenyl]-3-ethyl-5-methyl-1h-pyrrole-2,4-dicarboxamide
JPMXJRBHCOULJI-NCRNUEESSA-N	L29	n,n'-bis(2-{(biphenyl-4-ylsulfonyl)[(2r)-1-(hydroxyamino)-3-methyl-1-oxobutan-2-yl]amino}ethyl)benzene-1,3-dicarboxamide (non-preferred name)
LHANMAUMFDZWEI-WDKISMIESA-N	L2A	(2s,5s,8s,11s,15e,20s)-20-amino-2-(carboxymethyl)-11,20-dimethyl-5,8-bis(2-methylpropyl)-3,6,9,21-tetraoxo-1,4,7,10-tetraazacyclohenicos-15-ene-11-carboxylic acid
MYFVXYUACRBWGD-QFIPXVFZSA-N	L2C	(2s)-3-hydroxy-2-(nonanoyloxy)propyl laurate
RHFVCFXUQWXGET-GZJHNZOKSA-L	L2D	{2,2'-[(1r,2r)-cyclohexane-1,2-diylbis{[(pyridin-2-yl-kappan)methyl]imino-kappan}]diacetato-kappao(2-)}iron
XCYSQFHYFNWYFP-CEMXSPGASA-N	L2E	(2s)-2-(3,4-dihydroxyphenyl)-6-[(2e)-3,7-dimethylocta-2,6-dien-1-yl]-5,7-dihydroxy-2,3-dihydro-4h-chromen-4-one
ZMNWFTYYYCSSTF-SOAUALDESA-N	L2G	n-(4-{1-[4-(4-acetylpiperazin-1-yl)-trans-cyclohexyl]-4-amino-1h-pyrazolo[3,4-d]pyrimidin-3-yl}-2-methoxyphenyl)-1-methyl-1h-indole-2-carboxamide
VFOYOVBIUSPROZ-ROUUACIJSA-N	L2H	(12s,27s)-12,27-bis(4-aminobutyl)-4,30-dimethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octaazaheptacyclo[26.2.1.1~2,5~.1~6,9~.1~13,16~.1~17,20~.1~21,24~]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione
QCJUYONJTMUVGL-FKLPMGAJSA-M	L2M	{(r)-n-[(1s,2s)-2-{methyl[(pyridin-2-yl-kappan)methyl]amino-kappan}cyclohexyl]-n-[(pyridin-2-yl-kappan)methyl]glycinato-kappa~2~n,o}iron(2+)
GZLMFCWSEKVVGO-RITPCOANSA-N	L2O	(2s,3r)-3-amino-2-hydroxy-5-methylhexanoic acid
ISDBCJSGCHUHFI-UMZPFTBHSA-N	L2P	2,3-di-phytanyl-glycerol
SHRAJQKNTTWFAA-UHFFFAOYSA-N	L2S	1-{[(4-methylphenyl)sulfanyl]acetyl}piperidine
PXUPYVNAOYVXDS-DJDPXSJISA-N	L2T	4-(benzyloxy)-n-[(1s,2r)-2-hydroxy-1-({(1s)-1-[(2-methylbenzyl)carbamoyl]-3-phenylpropyl}carbamoyl)propyl]benzamide
ZNGGYWGHJZJJDR-HXUWFJFHSA-N	L31	3-[(1r)-2-acetyl-6-methyl-2,3,4,9-tetrahydro-1h-beta-carbolin-1-yl]phenol
SSUCUHRDWSCTFP-UHFFFAOYSA-N	L32	{[(2,7-dibromo-9h-fluoren-9-ylidene)amino]oxy}acetic acid
MKVQSNKXUKWRMD-UHFFFAOYSA-N	L33	4-acetyl-n-[3-(diethylsulfamoyl)phenyl]-3-ethyl-5-methyl-1h-pyrrole-2-carboxamide
JSNFRYBHBVDHSG-NEPJUHHUSA-N	L34	4-(7-amino-9-hydroxy-1-oxo-3,3a,4,5-tetrahydro-2,5,6,8,9b-pentaaza-cyclopenta[a]naphthalen-2-yl)-phenylcarbonyl-glutamic acid
OYJPTSMWFKGZJM-UHFFFAOYSA-N	L35	2-[4-({[(3,5-dichlorophenyl)amino]carbonyl}amino)phenoxy]-2-methylpropanoic acid
SZHRIPFGZWWRKW-VIFPVBQESA-N	L37	[[n'-(2,5-diamino-6-hydroxy-pyrimidin-4-yl)-ureayl]-phen-4-yl]-carbonyl-glutamic acid
AWHQELOUIOILMT-WQTURIIHSA-N	L39	(3beta,9beta,25r)-3-hydroxy-26-iodocholest-5-ene-16,22-dione
PYHFMEIRRPJIRC-JGVFFNPUSA-N	L3A	(2r)-3-[(r)-[(1r)-1-amino-3-methylbutyl](hydroxy)phosphoryl]-2-methylpropanoic acid
DEADBTNDSDWXDC-UHFFFAOYSA-N	L3B	5-(2-methylphenyl)-3h-1,2,4-triazole-3-thione
CMFPSTWYLODPNE-UHFFFAOYSA-N	L3G	n-(4-{4-amino-1-[1-(tetrahydro-2h-pyran-4-yl)piperidin-4-yl]-1h-pyrazolo[3,4-d]pyrimidin-3-yl}-2-methoxyphenyl)-1-methyl-1h-indole-2-carboxamide
KISOFIKBJFDVKM-UHFFFAOYSA-N	L3L	3-oxo-2-piperidin-4-yl-2,3-dihydro-1h-isoindole-4-carboxamide
GZLMFCWSEKVVGO-WDSKDSINSA-N	L3O	(2s,3s)-3-amino-2-hydroxy-5-methylhexanoic acid
TZXJQSKPTCRGCA-VZSPAKCESA-L	L3P	2,3-di-o-phytanly-3-sn-glycero-1-phosphoryl-3'-sn-glycerol-1'-phosphate
GXQREPYVKBZJGC-VMPREFPWSA-N	L3T	n-(2,2-dimethylpropyl)-n~2~-[1h-indol-3-yl(oxo)acetyl]-l-asparaginyl-n-(2-methylbenzyl)-3-pyridin-4-yl-l-alaninamide
KAKRVIDRGACTEX-UHFFFAOYSA-N	L40	4-acetyl-3-ethyl-5-methyl-n-[2-methyl-5-(methylsulfamoyl)phenyl]-1h-pyrrole-2-carboxamide
HBBVCKCCQCQCTJ-UHFFFAOYSA-N	L41	{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid
BWBRFVRXCBBDEH-MUODBDBBSA-N	L42	2-(acetylamino)-2-deoxy-3-o-(4-deoxy-alpha-l-threo-hex-4-enopyranuronosyl)-4-o-sulfo-beta-d-galactopyranose
DINFAYNBAABMIP-QNGWXLTQSA-N	L44	(2s)-1-hydroxy-3-(tetradecanoyloxy)propan-2-yl docosanoate
LCSLEHAEHBSCSA-UHFFFAOYSA-N	L46	4-acetyl-3-ethyl-n,5-dimethyl-1h-pyrrole-2-carboxamide
QBZAPFWYAPXRGQ-KRWDZBQOSA-N	L47	3-[(5s)-1-acetyl-3-(2-chlorophenyl)-4,5-dihydro-1h-pyrazol-5-yl]phenol
ULEFFWARYSNNRF-NYYVKIQXSA-N	L4C	(2e)-2-{[(2s)-2-(acetylamino)-2-carboxyethoxy]imino}pentanedioic acid
KEGLXUIHTNIIAB-UHFFFAOYSA-M	L4D	{(s)-n-(2-{methyl[(pyridin-2-yl-kappan)methyl]amino-kappan}ethyl)-n-[(pyridin-2-yl-kappan)methyl]glycinato-kappa~2~n,o}iron(2+)
NJVFOFMHUJJIMB-UHFFFAOYSA-N	L4G	6-(4-methylsulfonyl-phenyl)-5-[4-(2-piperidin-1-ylethoxy)phenoxy]naphthalen-2-ol
AFYVWQWWQKSZEV-WGOBCRBGSA-N	L4P	3-[glycerolylphosphonyl]-[1,2-di-phytanyl]glycerol
LLGDPTDZOVKFDU-XUHJSTDZSA-N	L4T	n-[(cyclopentyloxy)carbonyl]-3-methyl-l-valyl-(4r)-4-[(8-bromo-7-methoxy-2-{2-[(2-methylpropanoyl)amino]-1,3-thiazol-4-yl}quinolin-4-yl)oxy]-n-[(1r,2s)-1-carboxy-2-ethenylcyclopropyl]-l-prolinamide
XARNDFBZFLICCU-IHWYPQMZSA-N	L4V	13-chloro-14,16-dihydroxy-2-methyl-2,3,4,5,9,10-hexahydrobenz[c][1]azacyclotetradecine-1,11(8h,12h)-dione
PCPXBXKPZNRAMA-CQSZACIVSA-N	L50	[(2r)-2-{2-[hydroxy(methyl)amino]-2-oxoethyl}-5-(4-methylphenyl)pentyl]phosphonic acid
VOLXCNVOKHMTKN-UHFFFAOYSA-N	L51	1-{3-[(6-aminoquinolin-4-yl)amino]phenyl}-3-[3-tert-butyl-1-(4-methylphenyl)-1h-pyrazol-5-yl]urea
RMTUQHBOIGEBSC-SFHVURJKSA-N	L52	n-[(2s)-3-amino-1-(hydroxyamino)-1-oxopropan-2-yl]-4-(4-phenylbuta-1,3-diyn-1-yl)benzamide
DRMPSCRMGWDCMO-LIRRHRJNSA-N	L53	4-[4-(4-aminophenyl)buta-1,3-diyn-1-yl]-n-[(2s,3s)-3-hydroxy-1-nitroso-1-oxobutan-2-yl]benzamide
QJHOMBPUEUGKSC-GFCCVEGCSA-N	L54	{(2r)-2-{2-[hydroxy(methyl)amino]-2-oxoethyl}-5-[4-(trifluoromethyl)phenyl]pentyl}phosphonic acid
LKGTWQXFDFYGBW-CQSZACIVSA-N	L56	[(2r)-2-{2-[hydroxy(methyl)amino]-2-oxoethyl}-5-(3-methylphenyl)pentyl]phosphonic acid
MCSPXNMZLCEQOD-SDXDJHTJSA-N	L57	({(z)-[(3,4-dichlorophenyl)(phenyl)methylidene]amino}oxy)acetic acid
OEJYZUMESQZYFQ-BMIGLBTASA-N	L58	4'-bromo-n-[(2s,3r)-3-hydroxy-1-(hydroxyamino)-1-oxobutan-2-yl]biphenyl-4-carboxamide
SFYISUPIFOZKLQ-DYVFJYSZSA-N	L59	n-[(2s,3r)-3-hydroxy-1-(hydroxyamino)-1-oxobutan-2-yl]-4-(phenylethynyl)benzamide
HEAIZQNMNCHNFD-UHFFFAOYSA-N	L5G	7-methoxy-4-[(6-phenyl[1,2,4]triazolo[4,3-b]pyridazin-3-yl)methoxy]quinoline
FCAUVIWDSGPTCC-SFGNSQDASA-N	L5P	(2s)-2-azanyl-6-[[(3r,4r)-3,4-bis(oxidanyl)-2-oxidanylidene-5-phosphonooxy-pentyl]amino]hexanoic acid
SIRFTOWPWPCSOP-UHFFFAOYSA-N	L5S	13-methyl-7-phenyl-3-thia-1,8,11,12-tetraazatricyclo trideca-2(6),4,7,10,12-pentaene
GEXHIQCMKLNKQH-LONKKFHASA-N	L5T	n-[(cyclopentyloxy)carbonyl]-3-methyl-l-valyl-(4r)-n-[(1r,2s)-1-carboxy-2-ethenylcyclopropyl]-4-[(7-methoxy-2-{2-[(2-methylpropanoyl)amino]-1,3-thiazol-4-yl}quinolin-4-yl)oxy]-l-prolinamide
KOARCKONUFDYQJ-UHFFFAOYSA-N	L5V	2-chloranyl-6-(1h-1,2,4-triazol-3-yl)pyrazine
CNTAIQDCYAEVFL-UHFFFAOYSA-N	L5Y	2-{[2-(1h-pyrazolo[3,4-c]pyridin-3-yl)-6-(trifluoromethyl)pyridin-4-yl]amino}ethanol
CYEVFFVOLRMDHH-CRAIPNDOSA-N	L5Z	(1r,2r)-2-(3-fluorobenzyl)-n-{2-[2-(1h-imidazol-1-yl)pyrimidin-4-yl]ethyl}cyclopropanamine
DANIFTQCKXMYRY-CYBMUJFWSA-N	L61	2-methylpropyl n-[(1r)-3-oxidanylidene-1-phenyl-propyl]carbamate
JHRUSYOIALPZLD-CQSZACIVSA-N	L62	cyclopentyl n-[(1r)-3-oxidanylidene-1-phenyl-propyl]carbamate
AXQUTBMFDJGETC-ABAIWWIYSA-N	L63	n-[(2s,3r)-3-hydroxy-1-(hydroxyamino)-1-oxobutan-2-yl]biphenyl-4-carboxamide
HLHOHTNONYACFD-UHFFFAOYSA-N	L64	1-(4-{4-morpholin-4-yl-1-[1-(pyridin-3-ylcarbonyl)piperidin-4-yl]-1h-pyrazolo[3,4-d]pyrimidin-6-yl}phenyl)-3-pyridin-4-ylurea
JTWMOWRMSZZHDR-UHFFFAOYSA-N	L66	7-(5-hydroxy-2-methylphenyl)-8-(2-methoxyphenyl)-1-methyl-1h-imidazo[2,1-f]purine-2,4(3h,8h)-dione
HHWCOMIRIZKFCW-OAHLLOKOSA-N	L6C	phenyl n-[(1r)-3-oxidanylidene-1-phenyl-propyl]carbamate
CPERKRDUKGURNJ-BNVDZZMOSA-N	L6G	(5r,8s,11s)-5-methyl-8-(propan-2-yl)-11-[(1e)-4-sulfanylbut-1-en-1-yl]-3,17-dithia-7,10,14,19,20-pentaazatricyclo[14.2.1.1~2,5~]icosa-1(18),2(20),16(19)-triene-6,9,13-trione
ZDNGJXBUEQNFBQ-GCJKJVERSA-N	L6I	(3s)-3-(7-methoxy-1-methyl-1h-benzo[d][1,2,3]triazol-5-yl)-3-(4-methyl-3-(((r)-4-methyl-1,1-dioxido-3,4-dihydro-2h-benzo[b][1,4,5]oxathiazepin-2-yl)methyl)phenyl)propanoic acid
OKUVUONOJCDUJY-SXUWKVJYSA-N	L6S	6-o-sulfo-alpha-l-galactose
AFGMHSZWGJYWFH-UHFFFAOYSA-N	L6Y	2-oxidanyl-6-(phenylcarbonyl)benzo[de]isoquinoline-1,3-dione
AJBOSGPUTQMKJM-NSHDSACASA-N	L71	(3s)-3-[3-(aminomethyl)phenyl]-1-ethylpyrrolidine-2,5-dione
AOMZDQMIOCTPQP-QHQMVRJISA-N	L75	n-[2(r)-hydroxy-1(s)-indanyl]-2(r)-phenylmethyl-4(s)-hydroxy-5-[4-[2-benzofuranylmethyl]-2(s)-[tert-butylaminocarbonyl]-piperazinyl]-pentaneamide
WFLQBFXZEVUXMT-UEOKTHRPSA-N	L79	(s)-(2e)-3[4-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)tetrahydro-1-benzofuran-2-yl]-2-propenoic acid
KASWEFFYPLWMCM-UHFFFAOYSA-N	L7A	n-(6-oxo-1,6-dihydro-3,4'-bipyridin-5-yl)benzamide
KTHSULHRWFVWHD-GZGVDZSUSA-N	L7G	(5r,8s,11s)-5-methyl-8-(propan-2-yl)-11-[(1e)-4-sulfanylbut-1-en-1-yl]-3-thia-7,10,14,17,21-pentaazatricyclo[14.3.1.1~2,5~]henicosa-1(20),2(21),16,18-tetraene-6,9,13-trione
MKSQDWBNZVGINB-UHFFFAOYSA-N	L7O	n-{5-[2-(methylamino)pyrimidin-4-yl]-2-oxo-1,2-dihydropyridin-3-yl}-4-(piperidin-1-yl)benzamide
XGUUYQHDALENIF-SNVBAGLBSA-N	L7S	3-[(3r)-1-ethyl-2,5-dioxopyrrolidin-3-yl]benzamide
ATFBTSVSJAEVMV-UHFFFAOYSA-N	L81	1,3-dihydroisoindol-2-yl-(6-hydroxy-3,3-dimethyl-1,2-dihydroindol-5-yl)methanone
CNYMBHPFLJWLJW-BUHFOSPRSA-N	L85	4-[(e)-(4-hydroxyphenyl)diazenyl]benzenesulfonic acid
LYVSCNRRXJZCRV-QHCPKHFHSA-N	L86	(11s)-11-benzyl-6-chloro-1,2,10,11,12,13,14,15,16,17,18,19-dodecahydro-5,9-methano-2,5,8,10,13,17-benzohexaazacyclohenicosine-3,24-dione
KCEWOOVCWCPFCY-UHFFFAOYSA-N	L87	8-butyl-1-methyl-7-(2-methylphenyl)-1h-imidazo[2,1-f]purine-2,4(3h,8h)-dione
PAOWMYIFDMOPGM-CDKYPKJRSA-N	L88	(4r,22r)-5,21-dioxo-4,22-bis({3-[4-(4-phenylthiophen-2-yl)phenyl]propanoyl}amino)-10,13,16-trioxa-6,20-diazapentacosane-1,25-dioic acid
HFCLIEBJTGJKSV-AEFFLSMTSA-N	L8B	(4r)-4-hydroxy-1-[(3-methylisoxazol-5-yl)acetyl]-n-[4-(1,3-oxazol-5-yl)benzyl]-l-prolinamide
PFXMQZVRILDSDW-XUFAZQDHSA-N	L8G	(5r,8s,11s)-5-methyl-8-(propan-2-yl)-11-[(1e)-4-sulfanylbut-1-en-1-yl]-3-thia-7,10,14,20,21-pentaazatricyclo[14.3.1.1~2,5~]henicosa-1(20),2(21),16,18-tetraene-6,9,13-trione
SFKZPTYRENGBTJ-UHFFFAOYSA-N	L8H	4-methoxynaphthalen-2-amine
XZZOJFOFCDHYRX-UHFFFAOYSA-N	L8I	2'-(2-fluorophenyl)-1-methyl-6',8',9',11'-tetrahydrospiro[azetidine-3,10'-pyrido[3',4':4,5]pyrrolo[2,3-f]isoquinolin]-7'(5'h)-one
VWFCHDSQECPREK-LURJTMIESA-N	L8P	({[(2s)-1-(4-amino-2-oxopyrimidin-1(2h)-yl)-3-hydroxypropan-2-yl]oxy}methyl)phosphonic acid
VPOULRXFJKYXDN-UHFFFAOYSA-N	L8V	2-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}amino)-n-(2,4-difluorophenyl)pyridine-3-carboxamide
DQROUBDXZUEWBE-UHFFFAOYSA-N	L90	8-butyl-1-methyl-7-(5-methyl-1h-indazol-4-yl)-1h-imidazo[2,1-f]purine-2,4(3h,8h)-dione
QPJVYLQOALFBLJ-DEOSSOPVSA-N	L92	(2s)-3-{4-[3-(5-methyl-2-phenyl-1,3-oxazol-4-yl)propyl]phenyl}-2-(1h-pyrrol-1-yl)propanoic acid
QAWYYAYHHZQCLB-UHFFFAOYSA-R	L94	n'-{(z)-amino[4-(amino{[3-(dimethylammonio)propyl]iminio}methyl)phenyl]methylidene}-n,n-dimethylpropane-1,3-diaminium
YBEJGNSQZJLYDL-UHFFFAOYSA-N	L96	3-{5-cyclopropyl-3-(3,5-dimethyl-1h-pyrazol-4-yl)-2-[3-(propan-2-yloxy)phenyl]-1h-indol-1-yl}propanoic acid
